form	lemma	POS	morph
པ་	པ་	OTHER
མང་	མང་	VERB
དུ་	ལ་	PART
མཐོང་བ་	མཐོང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
མཁས་པ་	མཁས་པ་	VERB
འི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
ཞུགས་	ཞུགས་	VERB
ན་	ནས་	PART
ལེགས་པ་	ལེགས་པ་	VERB
འི་	གི་	PART
འབྲས་བུ་	འབྲས་བུ་	NOUN
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
།		PUNCT
ཁོ་བོ་	ཁོ་བོ་	PRON
ལ་	ལ་	ADP
དམ་པ་	དམ་པ་	VERB
ར་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
སྐྱེས་བུ་	སྐྱེས་བུ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
དོན་	དོན་	NOUN
དུ་	ལ་	PART
།		PUNCT
ལྷ་ཆོས་	ལྷ་ཆོས་	NOUN
མི་ཆོས་	མི་ཆོས་	OTHER
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
ཕན་པ་	ཕན་པ་	VERB
འི་	གི་	PART
གཏམ་	གཏམ་	NOUN
འགའ་ཞིག་	འགའ་ཞིག་	OTHER
བརྗོད་པ་	བརྗོད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཐོག་མ་	ཐོག་མ་	NOUN
ར་	ལ་	PART
ཅི་	ཅི་	NO_POS
བྱེད་	བྱེད་	VERB
ཀྱང་	ཀྱང་	PART
བློ་	བློ་	NOUN
བླ་མ་	བླ་མ་	NOUN
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
ལ་	ལ་	ADP
གཏད་	གཏད་	VERB
།		PUNCT
རྒྱབ་རྟེན་	རྒྱབ་རྟེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
དང་	དང་	NO_POS
བསོད་ནམས་	བསོད་ནམས་	NOUN
ལ་	ལ་	ADP
རག་	རག་	VERB
ལས་པ་	ལས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
འཕྲལ་	འཕྲལ་	ADV
གྱི་	གི་	PART
ཚོད་	ཚོད་	NOUN
དང་	དང་	NO_POS
འདུན་མ་	འདུན་མ་	NOUN
ལ་	ལ་	ADP
གཟབ་	གཟབ་	NO_POS
ན་	ནས་	PART
།		PUNCT
ལག་ལེན་	ལག་ལེན་	NOUN
ཕོ་སྒོ་	ཕོ་སྒོ་	NO_POS
དང་	དང་	NO_POS
བརྩོན་འགྲུས་	བརྩོན་འགྲུས་	NOUN
སུ་	སུ་	ADP
བསྟུན་	བསྟུན་	NO_POS
ན་	ན་	ADP
ཅི་	ཅི་	NO_POS
བསམ་	བསམ་	NOUN
