form	lemma	POS	morph
པ་	པ་	OTHER
ས་	གིས་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
གཞོལ་	གཞོལ་	NO_POS
།		PUNCT
ཀོལླ་		NON_WORD
ཨི་	ཨི་	NO_POS
རེ་	རེ་	DET
ཨ་བོ་	ཨ་བོ་	NOUN
ལཱ་	ལཱ་	NO_POS
		
ཞ་	ཞ་	OTHER
		
བོལླ་		NON_WORD
		
།		PUNCT
མུམྨུ་		NON_WORD
ནེ་	ནེ་	NO_POS
རེ་	རེ་	DET
ཀཀྐོ་		NON_WORD
ལཱ་	ལཱ་	NO_POS
༑		PUNCT
གྷ་		NON_WORD
ཎེ་		NON_WORD
ཀྲྀ་		NON_WORD
པི་	པི་	NO_POS
ཊ་	ཊ་	NO_POS
ཧོ་	ཧོ་	NO_POS
བཱཛྫཱ་		NON_WORD
ཨི་	ཨི་	NO_POS
།		PUNCT
ཀཱ་	ཀཱ་	NO_POS
རུ་	ལ་	PART
ཎེ་		NON_WORD
ཀི་	ཀི་	ADP
ཨ་	ཨ་	X
ཨི་	ཨི་	NO_POS
ན་རོ་	ན་རོ་	PROPN
ལཱ་	ལཱ་	NO_POS
།		PUNCT
ཏ་	ཏ་	OTHER
ཧིཾ་བ་	ཧིཾ་བ་	NON_WORD
ལ་	ལ་	ADP
ཁཱཛྫཱ་		NON_WORD
ཨི་	ཨི་	NO_POS
།		PUNCT
གཌྷེཾ་		NON_WORD
མ་	མ་	PART
ཨ་	ཨ་	X
ཎཱ་		NON_WORD
པིཛྫཱ་		NON_WORD
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
ཨ་	ཨ་	X
		
ཨི་	ཨི་	NO_POS
།		PUNCT
ཧ་	ཧ་	NOUN
ལེ་	ལེ་	NO_POS
ཀ་	ཀ་	DET
ལིཉྫ་		NON_WORD
ར་པ་	ར་པ་	ADP
ཎི་		NON_WORD
ཨ་	ཨ་	X
ཨི་	ཨི་	NO_POS
།		PUNCT
དུནྡུ་		NON_WORD
ར་	ར་	ADP
བཱཛྫི་		NON_WORD
ཨ་	ཨ་	X
ཨི་	ཨི་	NO_POS
།		PUNCT
ཙ་	ཙ་	NOUN
ཨུ་	ཨུ་	NO_POS
ས་	ས་	ADP
མ་	མ་	PART
ཀསྠུ་		NON_WORD
རི་	རི་	NOUN
སིཧླ་		NON_WORD
།		PUNCT
ཀཔྤུ་		NON_WORD
ར་	ར་	ADP
ལཱ་	ལཱ་	NO_POS
ཨི་	ཨི་	NO_POS
ཨ་	ཨ་	X
ཨི་	ཨི་	NO_POS
།		PUNCT
མཱ་	མཱ་	NO_POS
ལ་	ལ་	ADP
ཨིནྡྷ་		NON_WORD
ན་	ན་	ADP
ས་	ས་	ADP
ལིཉྫ་		NON_WORD
།		PUNCT
ཏ་	ཏ་	OTHER
ཧིཾ་		NON_WORD
བྷ་	བྷ་	NO_POS
རུ་	ལ་	PART
ཁཱ་		NON_WORD
ཨི་	ཨི་	NO_POS
ཨ་	ཨ་	X
ཨི་	ཨི་	NO_POS
།		PUNCT
ཕྲེཾ་		NON_WORD
ཁ་	ཁ་	PRON
ཎ་		NON_WORD
ཁ་	ཁ་	PRON
ཊ་	ཊ་	NO_POS
ཀ་	ཀ་	DET
རནྟེ་		NON_WORD
།		PUNCT
ཤུདྡྷ་		NON_WORD
ཨ་	ཨ་	X
ཤུདྡྷ་		NON_WORD
ན་	ན་	ADP
		
མུ་ནི་	མུ་ནི་	NO_POS
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
མ་ཎི་	མ་ཎི་	OTHER
		
ཨ་	ཨ་	X
ཨི་	ཨི་	NO_POS
།		PUNCT
ནི་	ནི་	NO_POS
རཱཾ་		NON_WORD
སུ་	སུ་	ADP
ཨཾ་		NON_WORD
གེ་	གེ་	NO_POS
ཙ་	ཙ་	NOUN
ཌཱ་	ཌཱ་	NO_POS
ཝི་		NON_WORD
།		PUNCT
ཏ་	ཏ་	OTHER
ཧིཾ་		NON_WORD
ཛ་	ཛ་	OTHER
ས་ར་	ས་ར་	NO_POS
ཝ་པ་	ཝ་པ་	OTHER
ཎི་		NON_WORD
ཨ་	ཨ་	X
ཨི་	ཨི་	NO_POS
།		PUNCT
མ་ལ་	མ་ལ་	INTJ
ཨ་	ཨ་	X
ཛེ་		NON_WORD
ཀུནྡུ་		NON_WORD
རུ་	ལ་	PART
བཱ་	བཱ་	NO_POS
ཊ་	ཊ་	NO_POS
ཨི་	ཨི་	NO_POS
།		PUNCT
ཌིཎྜི་		NON_WORD
མ་	མ་	PART
ཏ་	ཏ་	OTHER
ཧིནྣ་		NON_WORD
པཱཛྫཱི་		NON_WORD
ཨ་	ཨ་	X
ཨི་	ཨི་	NO_POS
།		PUNCT
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
འི་	གི་	PART
གླུ་	གླུ་	NOUN
བླངས་	བླངས་	VERB
ལ་	ལ་	ADP
བྱིན་	བྱིན་	VERB
དབབ་	དབབ་	NO_POS
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཕུན་སུམ་	ཕུན་སུམ་	OTHER
ཚོགས་པ་	ཚོགས་པ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
བཀྲ་ཤིས་	བཀྲ་ཤིས་	NOUN
ཀྱི་	གི་	PART
ཚིགས་བཅད་	ཚིགས་བཅད་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
ཉིན་	ཉིན་	NOUN
མོ་	མོ་	PRON
བདེ་ལེགས་	བདེ་ལེགས་	NOUN
མཚན་	མཚན་	NOUN
བདེ་ལེགས་	བདེ་ལེགས་	NOUN
། །		PUNCT
ཉི་མ་	ཉི་མ་	NOUN
འི་	གི་	PART
གུང་	གུང་	ADV
ཡང་	ཀྱང་	PART
བདེ་ལེགས་	བདེ་ལེགས་	NOUN
ཤིང་	ཅིང་	PART
། །		PUNCT
ཉིན་མཚན་	ཉིན་མཚན་	ADV
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
བདེ་ལེགས་པ་	བདེ་ལེགས་པ་	NOUN
། །		PUNCT
དཀོན་མཆོག་	དཀོན་མཆོག་	NOUN
གསུམ་	གསུམ་	NUM
གྱིས་	གིས་	PART
དེང་	དེང་	ADV
འདི་	འདི་	DET
ར་	ལ་	PART
སྩོལ་	སྩོལ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
བཀྲ་ཤིས་	བཀྲ་ཤིས་	NOUN
བརྗོད་	བརྗོད་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ཡི་གེ་	ཡི་གེ་	NOUN
བརྒྱ་པ་	བརྒྱ་པ་	NUM
ས་	གིས་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
ལྷག་ཆད་	ལྷག་ཆད་	NOUN
ཁ་	ཁ་	PRON
བསྐང་	བསྐང་	NO_POS
།		PUNCT
སྨོན་ལམ་	སྨོན་ལམ་	NOUN
གདབ་	གདབ་	NO_POS
།		PUNCT
ཨོཾ་	ཨོཾ་	X
		
ལུ་	ལུ་	NO_POS
		
ཨོཾ་	ཨོཾ་	X
		
བཛྲ་	བཛྲ་	NO_POS
མུཿ་		NON_WORD
ཞེ་	ཅེས་	PART
བརྗོད་པ་	བརྗོད་པ་	VERB
ས་	གིས་	PART
གཏོར་མ་	གཏོར་མ་	NOUN
འི་	གི་	PART
མགྲོན་	མགྲོན་	NOUN
གཤེགས་	གཤེགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
།		PUNCT
དམ་ཚིག་པ་	དམ་ཚིག་པ་	NOUN
བདག་	བདག་	PRON
ལ་	ལ་	ADP
བསྡུ་	བསྡུ་	VERB
འོ་	གོ་	PART
། །		PUNCT
གཏོར་མ་	གཏོར་མ་	NOUN
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
འོ་	གོ་	PART
༑༑ ༑༑		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
མདུན་བསྐྱེད་	མདུན་བསྐྱེད་	NOUN
ཀྱི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ལ་	ལ་	ADP
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
དང་	དང་	NO_POS
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
བླང་	བླང་	NO_POS
།		PUNCT
དགེ་བ་	དགེ་བ་	VERB
འི་	གི་	PART
རྩ་བ་	རྩ་བ་	NOUN
བསྔོ་	བསྔོ་	VERB
།		PUNCT
ཡི་གེ་	ཡི་གེ་	NOUN
བརྒྱ་པ་	བརྒྱ་པ་	NUM
འི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
བཛྲ་	བཛྲ་	NO_POS
མུཿ་		NON_WORD
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
ལ་	ལ་	ADP
ཡེ་ཤེས་པ་	ཡེ་ཤེས་པ་	NOUN
རྣམས་	རྣམས་	DET
གཤེགས་	གཤེགས་	VERB
སུ་	སུ་	ADP
གསོལ་	གསོལ་	VERB
།		PUNCT
དམ་ཚིག་པ་	དམ་ཚིག་པ་	NOUN
བདག་	བདག་	PRON
ལ་	ལ་	ADP
བསྡུ་	བསྡུ་	VERB
འོ་	གོ་	PART
། །		PUNCT
ཕན་ཡོན་	ཕན་ཡོན་	NOUN
གཉིས་	གཉིས་	NUM
ཏེ་	སྟེ་	PART
།		PUNCT
ཚོགས་	ཚོགས་	NOUN
རྫོགས་	རྫོགས་	VERB
ཤིང་	ཅིང་	PART
ལྟུང་བ་	ལྟུང་བ་	VERB
འདག་པ་	འདག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ལྷ་	ལྷ་	NOUN
རྣམས་	རྣམས་	DET
མཉེས་	མཉེས་	VERB
ཤིང་	ཅིང་	PART
བར་ཆད་	བར་ཆད་	NOUN
ཞི་བ་	ཞི་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
།		PUNCT
ཁ་ཟས་	ཁ་ཟས་	NOUN
ཀྱི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
བཟའ་བཏུང་	བཟའ་བཏུང་	NOUN
གཏོར་མ་	གཏོར་མ་	NOUN
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབས་པ་	བརླབས་པ་	VERB
ལྟ་	ལྟ་	OTHER
རམ་	གམ་	PART
།		PUNCT
ཡང་ན་	ཡང་ན་	NO_POS
ཨོཾ་	ཨོཾ་	X
ཨཱཿ་		NON_WORD
ཧཱུྃ་		NON_WORD
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
གྱིས་	གིས་	PART
		
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
		
ཞ་	ཞ་	OTHER
		
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
		
བདུད་རྩི་	བདུད་རྩི་	NOUN
ར་	ལ་	PART
བྱིན་	བྱིན་	VERB
གྱིས་	གིས་	PART
བརླབ་	བརླབ་	NO_POS
