form	lemma	POS	morph
པ་	པ་	OTHER
དང་	དང་	NO_POS
འཇུག་པ་	འཇུག་པ་	VERB
མི་འགལ་བ་	མི་འགལ་བ་	NO_POS
།		PUNCT
མཚོ་	མཚོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
པདྨ་	པདྨ་	NOUN
ལ་	ལ་	ADP
མཚོ་སྐྱེས་	མཚོ་སྐྱེས་	OTHER
ལྟ་བུ་	ལྟ་བུ་	NOUN
།		PUNCT
གྲག་	གྲག་	VERB
འཇུག་	འཇུག་	VERB
འགལ་བ་	འགལ་བ་	VERB
མཚོ་	མཚོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
པདྨ་	པདྨ་	NOUN
མ་ཡིན་པ་	མ་ཡིན་པ་	OTHER
ལ་	ལ་	ADP
མཚོ་སྐྱེས་	མཚོ་སྐྱེས་	OTHER
ལྟ་བུ་	ལྟ་བུ་	NOUN
༑		PUNCT
འཇུག་	འཇུག་	VERB
ཀྱང་	ཀྱང་	PART
མ་	མ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
མཚོ་	མཚོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སྐྱེས་པ་	སྐྱེས་པ་	VERB
འི་	གི་	PART
ལྡུམ་བུ་	ལྡུམ་བུ་	NOUN
འམ་	གམ་	PART
སྲོག་ཆགས་	སྲོག་ཆགས་	NOUN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལ་	ལ་	ADP
མཚོ་	མཚོ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
སྐྱེ་	སྐྱེ་	VERB
ཀྱང་	ཀྱང་	PART
མཚོ་སྐྱེས་	མཚོ་སྐྱེས་	OTHER
སུ་	སུ་	ADP
མ་	མ་	PART
གྲགས་པ་	གྲགས་པ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
།		PUNCT
གྲག་	གྲག་	VERB
འཇུག་	འཇུག་	VERB
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
མེད་པ་	མེད་པ་	VERB
སྐམ་ས་	སྐམ་ས་	NOUN
འི་	གི་	PART
རྡོ་	རྡོ་	NOUN
དང་	དང་	NO_POS
སྡོང་དུམ་	སྡོང་དུམ་	PROPN
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
ལྟ་བུ་	ལྟ་བུ་	NOUN
འོ་	གོ་	PART
༑ ༑		PUNCT
སྦྱར་བ་	སྦྱར་བ་	VERB
སྔ་མ་	སྔ་མ་	ADJ
སྔོན་འགྲོ་	སྔོན་འགྲོ་	NOUN
ཅན་	ཅན་	PART
། །		PUNCT
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
རྒྱུ་མཚན་	རྒྱུ་མཚན་	NOUN
མི་	མི་	PART
འཇུག་	འཇུག་	VERB
ཅིང་	ཅིང་	PART
། །		PUNCT
བརྗོད་	བརྗོད་	VERB
འདོད་	འདོད་	VERB
ཁོ་ན་	ཁོ་ན་	DET
ས་	གིས་	PART
དབང་	དབང་	NOUN
བསྒྱུར་བ་	བསྒྱུར་བ་	VERB
། །		PUNCT
ལོག་པ་	ལོག་པ་	VERB
ར་	ལ་	PART
སྒྲུབ་པ་	སྒྲུབ་པ་	VERB
