form	lemma	POS	morph
པ་	པ་	OTHER
ལ་	ལ་	ADP
གྲོངས་པ་	གྲོངས་པ་	VERB
མི་	མི་	PART
མངའ་བ་	མངའ་བ་	VERB
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
མ་	མ་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ས་	གིས་	PART
ཉེས་པ་	ཉེས་པ་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འོ་	གོ་	PART
།།		PUNCT
ཡང་	ཀྱང་	PART
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
གནས་	གནས་	NOUN
སྦུབས་	སྦུབས་	NOUN
སུ་	སུ་	ADP
ནུབ་པ་	ནུབ་པ་	VERB
སྤྱོད་པ་	སྤྱོད་པ་	VERB
དམན་པ་	དམན་པ་	VERB
ལ་	ལ་	ADP
བསྟན་	བསྟན་	VERB
ཏོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
ལ་	ལ་	ADP
མཆི་མ་	མཆི་མ་	NOUN
འི་	གི་	PART
ཐིགས་པ་	ཐིགས་པ་	OTHER
ས་	གིས་	PART
མ་	མ་	PART
རུང་བ་	རུང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
སོ་	སོ་	PART
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཁྱོད་	ཁྱོད་	PRON
ཉེས་པ་	ཉེས་པ་	VERB
བརྒྱད་	བརྒྱད་	NUM
བྱས་པ་	བྱས་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
སོང་	སོང་	VERB
ཞིག་	ཅིག་	PART
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
བོ་	བོ་	VERB
སྨྲས་པ་	སྨྲས་པ་	VERB
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ས་	གིས་	PART
ནི་སྒྲ་	ནི་སྒྲ་	NO_POS
གཅན་	གཅན་	NO_POS
འཛིན་	འཛིན་	VERB
ནི་	ནི་	NO_POS
ང་	ང་	PRON
འི་	གི་	PART
བུ་	བུ་	NOUN
།		PUNCT
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
བཽ་		NON_WORD
ནི་	ནི་	NO_POS
ང་	ང་	PRON
འི་	གི་	PART
གོ་རེ་ལོང་	གོ་རེ་ལོང་	NO_POS
།		PUNCT
དགེ་སློང་	དགེ་སློང་	NOUN
དགེ་འདུན་	དགེ་འདུན་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
གཏད་	གཏད་	VERB
།		PUNCT
ཅེས་	ཅེས་	PART
བདག་	བདག་	PRON
ཁྱེད་	ཁྱེད་	PRON
ལ་	ལ་	ADP
གཏད་པ་	གཏད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
འོད་	འོད་	NOUN
སྲུངས་	སྲུངས་	VERB
ཀྱིས་	གིས་	PART
སྨྲས་པ་	སྨྲས་པ་	VERB
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཉིད་	ཉིད་	DET
ལ་	ལ་	ADP
ཕན་པ་	ཕན་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
དང་	དང་	NO_POS
བསྟན་པ་	བསྟན་པ་	VERB
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
ཆད་པ་	ཆད་པ་	VERB
ས་	གིས་	PART
བཅད་	བཅད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
མ་	མ་	PART
འགགས་པ་	འགགས་པ་	VERB
ས་	གིས་	PART
སྨྲས་པ་	སྨྲས་པ་	VERB
།		PUNCT
ཀུན་དགའ་བོ་	ཀུན་དགའ་བོ་	PROPN
ནི་	ནི་	NO_POS
མང་	མང་	VERB
དུ་	ལ་	PART
ཐོས་པ་	ཐོས་པ་	VERB
ཅན་	ཅན་	PART
ཡིན་	ཡིན་	NO_POS
ན་	ན་	ADP
།		PUNCT
དེ་མིན་	དེ་མིན་	OTHER
ན་	ན་	ADP
ཇི་ལྟ་		
བཤད་པ་	བཤད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
འོད་	འོད་	NOUN
སྲུངས་	སྲུངས་	VERB
ན་རེ་	ན་རེ་	ADP
།		PUNCT
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ཡོད་	ཡོད་	VERB
མོད་	མོད་	VERB
།		PUNCT
སོ་སོ་	སོ་སོ་	PRON
སྐྱེ་བོ་	སྐྱེ་བོ་	NOUN
དང་	དང་	NO_POS
མི་	མི་	PART
གཅིག་	གཅིག་	NUM
གོ་	གོ་	VERB
།		PUNCT
སླ་	སླ་	ADV
ཀུན་དགའ་བོ་	ཀུན་དགའ་བོ་	PROPN
ལ་	ལ་	ADP
འོད་	འོད་	NOUN
སྲུངས་	སྲུངས་	VERB
ཀྱིས་	གིས་	PART
སྨྲས་པ་	སྨྲས་པ་	VERB
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
དགྲ་བཅོམ་པ་	དགྲ་བཅོམ་པ་	NOUN
ཐོབ་པ་	ཐོབ་པ་	VERB
ན་	ན་	ADP
འདི་	འདི་	DET
ར་	ལ་	PART
ཤོག་	ཤོག་	VERB
ཅིག་	ཅིག་	PART
དེ་ནས་	དེ་ནས་	NO_POS
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
བོ་	བོ་	VERB
དགེ་འདུན་	དགེ་འདུན་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
བཙལ་	བཙལ་	NO_POS
ཏེ་	སྟེ་	PART
མཆི་མ་	མཆི་མ་	NOUN
ཕྱུང་	ཕྱུང་	VERB
ན་	ནས་	PART
ཡུལ་	ཡུལ་	NOUN
བྲྀ་		NON_WORD
ཛི་	ཛི་	NO_POS
ག་ལ་བ་	ག་ལ་བ་	NO_POS
དེ་	དེ་	DET
ར་	ལ་	PART
སོང་	སོང་	VERB
ངོ་	ངོ་	PART
། །		PUNCT
